timestamp,open,high,low,close,volume
2024-07-08 05:32:00,63.82,63.82,63.82,63.82,5
2024-07-08 05:38:00,63.8,63.8,63.8,63.8,18
2024-07-08 05:42:00,63.8,63.8,63.8,63.8,9
2024-07-08 05:44:00,63.8,63.8,63.8,63.8,4
2024-07-08 05:45:00,63.79,63.8,63.79,63.8,2
2024-07-08 05:47:00,63.8,63.8,63.8,63.8,10
2024-07-08 05:48:00,63.8,63.8,63.8,63.8,1
2024-07-08 05:50:00,63.8,63.8,63.8,63.8,1
2024-07-08 05:52:00,63.8,63.8,63.8,63.8,4
2024-07-08 05:54:00,63.79,63.8,63.79,63.8,12
2024-07-08 05:55:00,63.8,63.8,63.8,63.8,11
2024-07-08 05:56:00,63.8,63.8,63.8,63.8,17
2024-07-08 05:58:00,63.79,63.8,63.79,63.8,4
2024-07-08 05:59:00,63.79,63.79,63.78,63.78,3
2024-07-08 06:00:00,63.79,63.79,63.79,63.79,30
2024-07-08 06:01:00,63.79,63.79,63.78,63.78,6
2024-07-08 06:02:00,63.8,63.8,63.79,63.79,6
2024-07-08 06:03:00,63.8,63.8,63.8,63.8,1
2024-07-08 06:05:00,63.79,63.79,63.78,63.78,2
2024-07-08 06:08:00,63.78,63.79,63.78,63.79,12
2024-07-08 06:10:00,63.79,63.8,63.78,63.8,36
2024-07-08 06:13:00,63.79,63.8,63.77,63.8,5
2024-07-08 06:14:00,63.79,63.79,63.79,63.79,1
2024-07-08 06:15:00,63.79,63.79,63.79,63.79,1
2024-07-08 06:16:00,63.78,63.79,63.78,63.79,10
2024-07-08 06:18:00,63.79,63.79,63.79,63.79,45
2024-07-08 06:20:00,63.78,63.78,63.78,63.78,2
2024-07-08 06:22:00,63.78,63.79,63.78,63.79,3
2024-07-08 06:23:00,63.79,63.79,63.79,63.79,400
2024-07-08 06:26:00,63.79,63.8,63.79,63.8,489
2024-07-08 06:27:00,63.8,63.8,63.8,63.8,33
2024-07-08 06:28:00,63.8,63.8,63.8,63.8,7
2024-07-08 06:32:00,63.8,63.8,63.8,63.8,1
2024-07-08 06:33:00,63.82,63.82,63.82,63.82,13
2024-07-08 06:34:00,63.82,63.83,63.82,63.83,117
2024-07-08 06:35:00,63.83,63.83,63.83,63.83,2
2024-07-08 06:36:00,63.83,63.83,63.83,63.83,1
2024-07-08 06:37:00,63.84,63.85,63.83,63.84,14
2024-07-08 06:38:00,63.85,63.85,63.85,63.85,5
2024-07-08 06:39:00,63.84,63.86,63.84,63.86,951
2024-07-08 06:43:00,63.85,63.86,63.85,63.86,10
2024-07-08 06:45:00,63.86,63.86,63.86,63.86,1
2024-07-08 06:46:00,63.83,63.83,63.83,63.83,1
2024-07-08 06:51:00,63.86,63.86,63.86,63.86,1
2024-07-08 06:53:00,63.85,63.85,63.82,63.82,31
2024-07-08 06:55:00,63.83,63.83,63.83,63.83,2
2024-07-08 06:59:00,63.83,63.83,63.83,63.83,18
2024-07-08 07:00:00,63.81,63.82,63.77,63.79,221
2024-07-08 07:01:00,63.79,63.8,63.79,63.8,4
2024-07-08 07:04:00,63.8,63.8,63.79,63.79,8
2024-07-08 07:07:00,63.8,63.8,63.8,63.8,12
2024-07-08 07:09:00,63.8,63.8,63.8,63.8,1
2024-07-08 07:10:00,63.79,63.8,63.79,63.8,66
2024-07-08 07:11:00,63.77,63.77,63.77,63.77,12
2024-07-08 07:13:00,63.79,63.79,63.79,63.79,1
2024-07-08 07:14:00,63.8,63.8,63.79,63.79,8
2024-07-08 07:19:00,63.79,63.79,63.79,63.79,1
2024-07-08 07:20:00,63.79,63.79,63.79,63.79,13
2024-07-08 07:22:00,63.79,63.79,63.79,63.79,1
2024-07-08 07:25:00,63.79,63.79,63.78,63.78,20
2024-07-08 07:26:00,63.79,63.79,63.78,63.78,17
2024-07-08 07:27:00,63.78,63.78,63.78,63.78,3
2024-07-08 07:28:00,63.79,63.79,63.78,63.78,211
2024-07-08 07:30:00,63.79,63.79,63.78,63.78,7
2024-07-08 07:31:00,63.78,63.78,63.78,63.78,65
2024-07-08 07:32:00,63.79,63.79,63.79,63.79,8
2024-07-08 07:34:00,63.79,63.79,63.79,63.79,1
2024-07-08 07:35:00,63.79,63.79,63.79,63.79,4
2024-07-08 07:36:00,63.8,63.8,63.79,63.79,259
2024-07-08 07:37:00,63.78,63.8,63.78,63.8,148
2024-07-08 07:38:00,63.8,63.8,63.8,63.8,1
2024-07-08 07:39:00,63.8,63.8,63.8,63.8,1
2024-07-08 07:40:00,63.8,63.8,63.8,63.8,3
2024-07-08 07:41:00,63.8,63.8,63.8,63.8,2
2024-07-08 07:43:00,63.8,63.8,63.8,63.8,16
2024-07-08 07:44:00,63.8,63.8,63.8,63.8,3
2024-07-08 07:45:00,63.8,63.8,63.8,63.8,1
2024-07-08 07:47:00,63.8,63.8,63.78,63.78,51
2024-07-08 07:50:00,63.8,63.8,63.8,63.8,1
2024-07-08 07:51:00,63.78,63.78,63.78,63.78,5
2024-07-08 07:52:00,63.78,63.78,63.78,63.78,4
2024-07-08 07:53:00,63.78,63.78,63.78,63.78,11
2024-07-08 07:54:00,63.78,63.78,63.78,63.78,6
2024-07-08 07:55:00,63.79,63.79,63.79,63.79,52
2024-07-08 07:59:00,63.8,63.8,63.8,63.8,1
2024-07-08 08:00:00,63.772,63.858,63.5,63.8,1505
2024-07-08 08:01:00,63.76,63.81,63.76,63.79,46
2024-07-08 08:02:00,63.81,63.82,63.76,63.76,446
2024-07-08 08:03:00,63.78,63.82,63.76,63.79,819
2024-07-08 08:04:00,63.79,63.81,63.76,63.79,113
2024-07-08 08:05:00,63.81,63.81,63.77,63.8,58
2024-07-08 08:06:00,63.79,63.8,63.79,63.79,29
2024-07-08 08:07:00,63.79,63.8,63.79,63.79,13
2024-07-08 08:08:00,63.79,63.8,63.79,63.79,54
2024-07-08 08:09:00,63.79,63.8,63.79,63.79,11
2024-07-08 08:10:00,63.79,63.8,63.79,63.8,17
2024-07-08 08:11:00,63.79,63.8,63.79,63.79,14
2024-07-08 08:12:00,63.79,63.8,63.79,63.795,11
2024-07-08 08:13:00,63.79,63.8,63.79,63.79,201
2024-07-08 08:14:00,63.79,63.8,63.79,63.79,44
2024-07-08 08:15:00,63.79,63.8,63.79,63.8,12
2024-07-08 08:16:00,63.79,63.8,63.79,63.795,53
2024-07-08 08:17:00,63.79,63.8,63.79,63.8,11
2024-07-08 08:18:00,63.79,63.8,63.79,63.79,14
2024-07-08 08:19:00,63.8,63.8,63.79,63.79,18
2024-07-08 08:20:00,63.79,63.8,63.79,63.79,236
2024-07-08 08:21:00,63.79,63.8,63.78,63.78,180
2024-07-08 08:22:00,63.799,63.8,63.781,63.78,22
2024-07-08 08:23:00,63.8,63.8,63.78,63.78,35
2024-07-08 08:24:00,63.78,63.8,63.78,63.78,678
2024-07-08 08:25:00,63.78,63.8,63.781,63.78,15
2024-07-08 08:26:00,63.78,63.8,63.781,63.78,12
2024-07-08 08:27:00,63.79,63.8,63.78,63.78,37
2024-07-08 08:28:00,63.799,63.799,63.781,63.78,15
2024-07-08 08:29:00,63.78,63.8,63.781,63.78,14
2024-07-08 08:30:00,63.78,63.8,63.771,63.771,42
2024-07-08 08:31:00,63.799,63.799,63.77,63.799,17
2024-07-08 08:32:00,63.771,63.8,63.77,63.771,15
2024-07-08 08:33:00,63.771,63.8,63.771,63.771,20
2024-07-08 08:34:00,63.771,63.8,63.77,63.771,30
2024-07-08 08:35:00,63.771,63.8,63.771,63.771,815
2024-07-08 08:36:00,63.799,63.799,63.77,63.77,106
2024-07-08 08:37:00,63.78,63.79,63.701,63.701,899
2024-07-08 08:38:00,63.701,63.75,63.701,63.701,21
2024-07-08 08:39:00,63.701,63.75,63.701,63.701,428
2024-07-08 08:40:00,63.758,63.758,63.7,63.701,57
2024-07-08 08:41:00,63.701,63.758,63.702,63.701,12
2024-07-08 08:42:00,63.758,63.768,63.702,63.702,56
2024-07-08 08:43:00,63.702,63.768,63.702,63.702,12
2024-07-08 08:44:00,63.702,63.768,63.16,63.768,122
2024-07-08 08:45:00,63.711,63.768,63.702,63.702,60
2024-07-08 08:46:00,63.74,63.768,63.7,63.702,45
2024-07-08 08:47:00,63.702,63.768,63.702,63.75,20
2024-07-08 08:48:00,63.702,63.797,63.703,63.702,58
2024-07-08 08:49:00,63.797,63.8,63.703,63.702,12
2024-07-08 08:50:00,63.75,63.797,63.703,63.702,37
2024-07-08 08:51:00,63.8,63.8,63.7,63.702,15
2024-07-08 08:52:00,63.702,63.797,63.703,63.797,28
2024-07-08 08:53:00,63.702,63.8,63.7,63.75,20
2024-07-08 08:54:00,63.797,63.8,63.703,63.75,9
2024-07-08 08:55:00,63.702,63.8,63.703,63.702,35
2024-07-08 08:56:00,63.75,63.8,63.7,63.71,22
2024-07-08 08:57:00,63.702,63.8,63.702,63.701,339
2024-07-08 08:58:00,63.758,63.76,63.7,63.758,27
2024-07-08 08:59:00,63.701,63.758,63.7,63.701,15
2024-07-08 09:00:00,63.758,63.76,63.7,63.76,22
2024-07-08 09:01:00,63.701,63.76,63.702,63.701,55
2024-07-08 09:02:00,63.758,63.76,63.7,63.701,36
2024-07-08 09:03:00,63.758,63.758,63.702,63.701,17
2024-07-08 09:04:00,63.701,63.758,63.702,63.701,12
2024-07-08 09:05:00,63.758,63.797,63.7,63.702,222
2024-07-08 09:06:00,63.702,63.8,63.703,63.798,43
2024-07-08 09:07:00,63.732,63.798,63.703,63.702,89
2024-07-08 09:08:00,63.702,63.797,63.703,63.702,13
2024-07-08 09:09:00,63.7,63.8,63.7,63.79,66
2024-07-08 09:10:00,63.702,63.797,63.7,63.702,13
2024-07-08 09:11:00,63.702,63.797,63.7,63.75,40
2024-07-08 09:12:00,63.702,63.797,63.7,63.702,14
2024-07-08 09:13:00,63.702,63.8,63.703,63.702,16
2024-07-08 09:14:00,63.7,63.8,63.7,63.75,29
2024-07-08 09:15:00,63.702,63.797,63.7,63.702,13
2024-07-08 09:16:00,63.797,63.8,63.7,63.702,168
2024-07-08 09:17:00,63.702,63.8,63.7,63.75,225
2024-07-08 09:18:00,63.702,63.797,63.703,63.702,16
2024-07-08 09:19:00,63.78,63.8,63.703,63.8,147
2024-07-08 09:20:00,63.797,63.797,63.703,63.702,18
2024-07-08 09:21:00,63.702,63.8,63.703,63.797,37
2024-07-08 09:22:00,63.712,63.8,63.71,63.74,50
2024-07-08 09:23:00,63.712,63.8,63.712,63.8,53
2024-07-08 09:24:00,63.702,63.8,63.703,63.78,30
2024-07-08 09:25:00,63.712,63.79,63.71,63.712,64
2024-07-08 09:26:00,63.712,63.8,63.71,63.712,27
2024-07-08 09:27:00,63.712,63.798,63.712,63.712,104
2024-07-08 09:28:00,63.75,63.798,63.703,63.702,50
2024-07-08 09:29:00,63.702,63.797,63.473,63.473,3635
2024-07-08 09:30:00,63.59,63.59,63.42,63.47,219407
2024-07-08 09:31:00,63.48,63.52,63.43,63.43,18034
2024-07-08 09:32:00,63.445,63.445,63.37,63.4,18513
2024-07-08 09:33:00,63.395,63.43,63.35,63.368,54286
2024-07-08 09:34:00,63.38,63.38,63.27,63.38,28893
2024-07-08 09:35:00,63.381,63.4,63.34,63.34,45196
2024-07-08 09:36:00,63.34,63.37,63.305,63.31,35283
2024-07-08 09:37:00,63.315,63.32,63.225,63.225,23972
2024-07-08 09:38:00,63.24,63.245,63.17,63.17,31749
2024-07-08 09:39:00,63.17,63.21,63.15,63.16,26851
2024-07-08 09:40:00,63.15,63.19,63.13,63.16,29107
2024-07-08 09:41:00,63.161,63.17,63.115,63.12,23187
2024-07-08 09:42:00,63.116,63.16,63.115,63.14,24113
2024-07-08 09:43:00,63.135,63.145,63.11,63.11,16983
2024-07-08 09:44:00,63.13,63.22,63.115,63.22,31736
2024-07-08 09:45:00,63.215,63.25,63.215,63.245,24541
2024-07-08 09:46:00,63.245,63.256,63.22,63.245,25877
2024-07-08 09:47:00,63.25,63.28,63.2,63.215,25420
2024-07-08 09:48:00,63.22,63.23,63.17,63.212,24371
2024-07-08 09:49:00,63.21,63.22,63.193,63.192,20046
2024-07-08 09:50:00,63.195,63.21,63.175,63.2,23159
2024-07-08 09:51:00,63.195,63.24,63.195,63.215,24803
2024-07-08 09:52:00,63.215,63.23,63.2,63.225,17713
2024-07-08 09:53:00,63.23,63.265,63.225,63.265,17353
2024-07-08 09:54:00,63.265,63.285,63.24,63.24,24586
2024-07-08 09:55:00,63.24,63.24,63.2,63.22,20407
2024-07-08 09:56:00,63.22,63.23,63.2,63.2,18471
2024-07-08 09:57:00,63.205,63.21,63.16,63.165,19888
2024-07-08 09:58:00,63.165,63.195,63.16,63.18,16407
2024-07-08 09:59:00,63.185,63.21,63.18,63.2,24996
2024-07-08 10:00:00,63.205,63.22,63.19,63.21,35901
2024-07-08 10:01:00,63.205,63.225,63.18,63.18,19311
2024-07-08 10:02:00,63.175,63.19,63.16,63.19,20069
2024-07-08 10:03:00,63.2,63.2,63.14,63.14,17719
2024-07-08 10:04:00,63.14,63.14,63.11,63.11,17666
2024-07-08 10:05:00,63.12,63.14,63.11,63.125,46435
2024-07-08 10:06:00,63.13,63.13,63.07,63.07,16557
2024-07-08 10:07:00,63.08,63.09,63.045,63.05,28964
2024-07-08 10:08:00,63.045,63.055,63.005,63.01,22209
2024-07-08 10:09:00,63.02,63.025,63.01,63.015,24402
2024-07-08 10:10:00,63.015,63.035,63.01,63.035,19292
2024-07-08 10:11:00,63.04,63.065,63.021,63.065,14906
2024-07-08 10:12:00,63.07,63.07,63.025,63.035,17265
2024-07-08 10:13:00,63.05,63.1,63.04,63.09,20715
2024-07-08 10:14:00,63.09,63.1,63.08,63.095,14889
2024-07-08 10:15:00,63.1,63.16,63.09,63.115,28382
2024-07-08 10:16:00,63.111,63.13,63.095,63.105,24058
2024-07-08 10:17:00,63.1,63.13,63.08,63.13,24356
2024-07-08 10:18:00,63.14,63.17,63.135,63.16,22808
2024-07-08 10:19:00,63.16,63.17,63.15,63.168,34820
2024-07-08 10:20:00,63.16,63.19,63.135,63.14,76733
2024-07-08 10:21:00,63.15,63.155,63.12,63.14,43122
2024-07-08 10:22:00,63.13,63.135,63.11,63.11,12899
2024-07-08 10:23:00,63.115,63.125,63.09,63.09,33661
2024-07-08 10:24:00,63.09,63.12,63.09,63.1,21386
2024-07-08 10:25:00,63.1,63.1,63.073,63.08,17305
2024-07-08 10:26:00,63.07,63.08,63.04,63.05,23652
2024-07-08 10:27:00,63.06,63.08,63.055,63.08,24097
2024-07-08 10:28:00,63.08,63.1,63.07,63.095,16288
2024-07-08 10:29:00,63.095,63.13,63.09,63.125,26093
2024-07-08 10:30:00,63.12,63.13,63.095,63.13,22134
2024-07-08 10:31:00,63.125,63.14,63.12,63.12,10611
2024-07-08 10:32:00,63.12,63.14,63.1,63.1,19877
2024-07-08 10:33:00,63.11,63.12,63.095,63.1,14907
2024-07-08 10:34:00,63.105,63.11,63.095,63.095,17683
2024-07-08 10:35:00,63.095,63.1,63.09,63.1,15657
2024-07-08 10:36:00,63.1,63.11,63.08,63.103,20964
2024-07-08 10:37:00,63.105,63.12,63.095,63.11,36068
2024-07-08 10:38:00,63.105,63.11,63.09,63.11,22627
2024-07-08 10:39:00,63.105,63.15,63.105,63.14,21933
2024-07-08 10:40:00,63.14,63.14,63.1,63.11,11289
2024-07-08 10:41:00,63.11,63.13,63.11,63.115,12124
2024-07-08 10:42:00,63.11,63.13,63.105,63.13,15164
2024-07-08 10:43:00,63.125,63.14,63.12,63.13,15602
2024-07-08 10:44:00,63.13,63.14,63.12,63.125,11283
2024-07-08 10:45:00,63.12,63.13,63.105,63.105,12515
2024-07-08 10:46:00,63.11,63.13,63.105,63.13,13845
2024-07-08 10:47:00,63.121,63.18,63.121,63.17,22528
2024-07-08 10:48:00,63.161,63.18,63.16,63.16,7310
2024-07-08 10:49:00,63.17,63.18,63.15,63.17,15596
2024-07-08 10:50:00,63.17,63.23,63.165,63.21,36389
2024-07-08 10:51:00,63.21,63.21,63.185,63.199,11970
2024-07-08 10:52:00,63.195,63.2,63.18,63.2,12875
2024-07-08 10:53:00,63.195,63.2,63.18,63.19,9389
2024-07-08 10:54:00,63.19,63.19,63.175,63.18,7567
2024-07-08 10:55:00,63.18,63.22,63.18,63.22,16158
2024-07-08 10:56:00,63.22,63.23,63.21,63.215,12574
2024-07-08 10:57:00,63.215,63.24,63.211,63.23,21892
2024-07-08 10:58:00,63.23,63.25,63.23,63.25,17185
2024-07-08 10:59:00,63.245,63.245,63.2,63.21,17986
2024-07-08 11:00:00,63.205,63.215,63.18,63.18,16047
2024-07-08 11:01:00,63.175,63.2,63.175,63.195,11881
2024-07-08 11:02:00,63.19,63.19,63.16,63.165,15407
2024-07-08 11:03:00,63.16,63.17,63.16,63.17,13567
2024-07-08 11:04:00,63.165,63.18,63.15,63.155,23315
2024-07-08 11:05:00,63.155,63.18,63.15,63.18,20661
2024-07-08 11:06:00,63.185,63.2,63.185,63.195,10663
2024-07-08 11:07:00,63.195,63.2,63.18,63.18,17580
2024-07-08 11:08:00,63.18,63.19,63.17,63.18,8338
2024-07-08 11:09:00,63.17,63.175,63.13,63.13,10104
2024-07-08 11:10:00,63.125,63.16,63.12,63.14,19830
2024-07-08 11:11:00,63.14,63.14,63.11,63.115,14429
2024-07-08 11:12:00,63.117,63.12,63.1,63.101,13735
2024-07-08 11:13:00,63.1,63.11,63.1,63.1,7155
2024-07-08 11:14:00,63.1,63.1,63.08,63.085,12984
2024-07-08 11:15:00,63.085,63.085,63.03,63.04,21861
2024-07-08 11:16:00,63.03,63.035,62.98,62.98,50428
2024-07-08 11:17:00,62.985,62.995,62.975,62.975,12586
2024-07-08 11:18:00,62.97,62.98,62.96,62.965,27973
2024-07-08 11:19:00,62.96,62.97,62.95,62.955,10188
2024-07-08 11:20:00,62.95,62.98,62.94,62.967,28192
2024-07-08 11:21:00,62.963,62.965,62.94,62.95,48698
2024-07-08 11:22:00,62.94,62.97,62.94,62.955,10922
2024-07-08 11:23:00,62.96,62.97,62.95,62.96,12198
2024-07-08 11:24:00,62.965,63.0,62.965,63.0,10934
2024-07-08 11:25:00,62.99,63.0,62.98,62.995,10011
2024-07-08 11:26:00,62.995,63.02,62.995,63.005,13852
2024-07-08 11:27:00,63.001,63.02,63.001,63.015,9475
2024-07-08 11:28:00,63.011,63.02,63.005,63.015,12391
2024-07-08 11:29:00,63.01,63.02,63.0,63.005,9724
2024-07-08 11:30:00,63.01,63.04,63.005,63.035,19825
2024-07-08 11:31:00,63.035,63.05,63.02,63.04,16787
2024-07-08 11:32:00,63.05,63.07,63.04,63.065,28786
2024-07-08 11:33:00,63.07,63.07,63.05,63.07,15920
2024-07-08 11:34:00,63.07,63.08,63.045,63.07,15388
2024-07-08 11:35:00,63.065,63.08,63.06,63.065,9424
2024-07-08 11:36:00,63.06,63.085,63.05,63.07,20532
2024-07-08 11:37:00,63.08,63.11,63.08,63.11,20429
2024-07-08 11:38:00,63.11,63.13,63.1,63.13,18704
2024-07-08 11:39:00,63.135,63.14,63.11,63.14,14330
2024-07-08 11:40:00,63.135,63.15,63.125,63.135,18467
2024-07-08 11:41:00,63.14,63.16,63.14,63.145,7631
2024-07-08 11:42:00,63.145,63.16,63.13,63.16,46768
2024-07-08 11:43:00,63.155,63.16,63.15,63.155,6122
2024-07-08 11:44:00,63.155,63.175,63.155,63.175,12511
2024-07-08 11:45:00,63.175,63.175,63.15,63.16,20763
2024-07-08 11:46:00,63.16,63.16,63.15,63.15,7984
2024-07-08 11:47:00,63.15,63.15,63.14,63.143,9459
2024-07-08 11:48:00,63.141,63.15,63.125,63.145,12211
2024-07-08 11:49:00,63.14,63.16,63.14,63.155,5747
2024-07-08 11:50:00,63.155,63.17,63.151,63.155,6811
2024-07-08 11:51:00,63.15,63.15,63.135,63.145,12660
2024-07-08 11:52:00,63.145,63.15,63.14,63.14,6199
2024-07-08 11:53:00,63.135,63.15,63.13,63.141,9122
2024-07-08 11:54:00,63.14,63.145,63.131,63.14,9760
2024-07-08 11:55:00,63.135,63.14,63.12,63.12,13247
2024-07-08 11:56:00,63.125,63.125,63.11,63.12,8513
2024-07-08 11:57:00,63.12,63.139,63.11,63.135,10634
2024-07-08 11:58:00,63.14,63.15,63.13,63.15,12144
2024-07-08 11:59:00,63.14,63.17,63.14,63.165,8991
2024-07-08 12:00:00,63.17,63.175,63.16,63.16,7511
2024-07-08 12:01:00,63.16,63.16,63.14,63.14,6999
2024-07-08 12:02:00,63.145,63.15,63.125,63.13,15682
2024-07-08 12:03:00,63.13,63.16,63.12,63.141,20525
2024-07-08 12:04:00,63.14,63.16,63.14,63.151,10206
2024-07-08 12:05:00,63.155,63.18,63.152,63.175,20171
2024-07-08 12:06:00,63.18,63.18,63.15,63.17,8424
2024-07-08 12:07:00,63.175,63.19,63.175,63.175,7321
2024-07-08 12:08:00,63.175,63.18,63.165,63.18,8282
2024-07-08 12:09:00,63.175,63.185,63.15,63.16,9213
2024-07-08 12:10:00,63.165,63.17,63.154,63.16,8393
2024-07-08 12:11:00,63.151,63.18,63.151,63.18,9988
2024-07-08 12:12:00,63.185,63.19,63.165,63.165,7465
2024-07-08 12:13:00,63.17,63.175,63.165,63.175,5317
2024-07-08 12:14:00,63.17,63.18,63.165,63.17,6122
2024-07-08 12:15:00,63.175,63.175,63.15,63.16,8205
2024-07-08 12:16:00,63.16,63.17,63.15,63.15,4985
2024-07-08 12:17:00,63.16,63.17,63.16,63.17,6283
2024-07-08 12:18:00,63.17,63.18,63.165,63.175,6716
2024-07-08 12:19:00,63.18,63.18,63.16,63.16,6757
2024-07-08 12:20:00,63.165,63.18,63.16,63.175,5827
2024-07-08 12:21:00,63.175,63.178,63.16,63.161,5784
2024-07-08 12:22:00,63.16,63.175,63.15,63.172,13809
2024-07-08 12:23:00,63.175,63.18,63.17,63.179,2138
2024-07-08 12:24:00,63.17,63.2,63.17,63.185,11747
2024-07-08 12:25:00,63.185,63.187,63.16,63.17,8284
2024-07-08 12:26:00,63.17,63.187,63.17,63.17,11946
2024-07-08 12:27:00,63.17,63.175,63.16,63.175,9867
2024-07-08 12:28:00,63.174,63.175,63.16,63.17,7618
2024-07-08 12:29:00,63.171,63.18,63.165,63.17,8810
2024-07-08 12:30:00,63.16,63.17,63.16,63.17,2518
2024-07-08 12:31:00,63.16,63.17,63.145,63.17,13395
2024-07-08 12:32:00,63.165,63.17,63.165,63.17,2963
2024-07-08 12:33:00,63.17,63.175,63.16,63.175,5263
2024-07-08 12:34:00,63.174,63.19,63.165,63.19,9853
2024-07-08 12:35:00,63.185,63.205,63.18,63.205,5820
2024-07-08 12:36:00,63.205,63.205,63.2,63.205,2874
2024-07-08 12:37:00,63.2,63.2,63.19,63.195,8235
2024-07-08 12:38:00,63.19,63.215,63.19,63.21,8139
2024-07-08 12:39:00,63.205,63.21,63.2,63.204,5967
2024-07-08 12:40:00,63.2,63.205,63.185,63.205,9941
2024-07-08 12:41:00,63.2,63.21,63.2,63.2,4852
2024-07-08 12:42:00,63.195,63.21,63.19,63.204,7391
2024-07-08 12:43:00,63.205,63.21,63.2,63.2,4880
2024-07-08 12:44:00,63.2,63.21,63.195,63.195,8772
2024-07-08 12:45:00,63.195,63.195,63.18,63.185,6044
2024-07-08 12:46:00,63.189,63.195,63.18,63.19,6171
2024-07-08 12:47:00,63.18,63.185,63.17,63.175,13615
2024-07-08 12:48:00,63.17,63.17,63.16,63.16,3918
2024-07-08 12:49:00,63.16,63.165,63.15,63.15,4178
2024-07-08 12:50:00,63.15,63.155,63.14,63.145,11549
2024-07-08 12:51:00,63.145,63.146,63.14,63.14,8559
2024-07-08 12:52:00,63.14,63.145,63.11,63.135,19500
2024-07-08 12:53:00,63.14,63.14,63.115,63.115,3379
2024-07-08 12:54:00,63.12,63.12,63.115,63.12,2683
2024-07-08 12:55:00,63.12,63.13,63.11,63.125,9965
2024-07-08 12:56:00,63.12,63.13,63.11,63.13,11047
2024-07-08 12:57:00,63.125,63.13,63.12,63.12,3214
2024-07-08 12:58:00,63.125,63.13,63.11,63.11,9040
2024-07-08 12:59:00,63.115,63.12,63.11,63.115,3551
2024-07-08 13:00:00,63.115,63.12,63.1,63.105,10641
2024-07-08 13:01:00,63.101,63.105,63.08,63.095,17035
2024-07-08 13:02:00,63.095,63.095,63.075,63.075,7532
2024-07-08 13:03:00,63.075,63.08,63.07,63.07,2783
2024-07-08 13:04:00,63.075,63.079,63.05,63.05,11560
2024-07-08 13:05:00,63.05,63.05,63.04,63.05,7538
2024-07-08 13:06:00,63.045,63.06,63.045,63.05,10797
